x(m)  Ex_total(V/m)  Ey_total(V/m)  Ex_dipole(V/m)  Ey_dipole(V/m)  Ex_quadrupole(V/m)  Ey_quadrupole(V/m)  Ex_sextupole(V/m)  Ey_sextupole(V/m)  Ex_octupole(V/m)  Ey_octupole(V/m)
-1.600000000000000033e-02 3.375990506810000014e+00 -1.436375114760000026e+06 0.000000000000000000e+00 -1.439757801261902321e+06 1.171968502551317348e+00 -9.313225746154785673e-11 -7.450580596923828280e-11 2.878016391862854562e+03 -4.181765422105788943e+00 -2.980232238769530795e-10
-1.499999999999999944e-02 1.858231103520000005e+01 -1.436844499709999887e+06 0.000000000000000000e+00 -1.439757801261902321e+06 1.098720471141859889e+00 -8.731149137020111084e-11 -6.548361852765083313e-11 2.529506594410711841e+03 -3.445668530177499189e+00 -2.455635694786905725e-10
-1.400000000000000029e-02 3.595448692699999782e+00 -1.437263769060000079e+06 0.000000000000000000e+00 -1.439757801261902321e+06 1.025472439732402652e+00 -8.149072527885437787e-11 -5.704350769519806451e-11 2.203481300019998343e+03 -2.801456132387276643e+00 -1.996522769331931902e-10
-1.299999999999999940e-02 -1.070795734870000082e+01 -1.437647074869999895e+06 0.000000000000000000e+00 -1.439757801261902321e+06 9.522244083229451928e-01 -7.566995918750763198e-11 -4.918547347187995756e-11 1.899940508690712477e+03 -2.243002595792582543e+00 -1.598527887836098330e-10
-1.200000000000000025e-02 -9.141738974929999983e+00 -1.437986177810000023e+06 0.000000000000000000e+00 -1.439757801261902321e+06 8.789763769134879556e-01 -6.984919309616088609e-11 -4.190951585769653165e-11 1.618884220422855606e+03 -1.764182287450879683e+00 -1.257285475730895820e-10
-1.099999999999999936e-02 1.377390312149999962e+00 -1.438281793139999965e+06 0.000000000000000000e+00 -1.439757801261902321e+06 8.057283455040304965e-01 -6.402842700481414019e-11 -3.521563485264778034e-11 1.360312435216427275e+03 -1.358869574419629966e+00 -9.684299584478136362e-11
-1.000000000000000021e-02 9.081797722300000153e-01 -1.438561592829999980e+06 0.000000000000000000e+00 -1.439757801261902321e+06 7.324803140945732594e-01 -5.820766091346740723e-11 -2.910383045673370361e-11 1.124225153071427485e+03 -1.020938823756296188e+00 -7.275957614183425903e-11
-8.999999999999999320e-03 5.716769885209999735e+00 -1.438790610219999915e+06 0.000000000000000000e+00 -1.439757801261902321e+06 6.592322826851159112e-01 -5.238689482212066133e-11 -2.357410266995429825e-11 9.106223739878562355e+02 -7.442644025183396961e-01 -5.304173100739714924e-11
-8.000000000000000167e-03 -7.949354349000000042e+00 -1.439008582630000077e+06 0.000000000000000000e+00 -1.439757801261902321e+06 5.859842512756586741e-01 -4.656612873077392837e-11 -1.862645149230957070e-11 7.195040979657136404e+02 -5.227206777632236179e-01 -3.725290298461913494e-11
-7.000000000000000146e-03 -8.751215371560000733e+00 -1.439191539880000055e+06 0.000000000000000000e+00 -1.439757801261902321e+06 5.127362198662013260e-01 -4.074536263942718894e-11 -1.426087692379951613e-11 5.508703250049995859e+02 -3.501820165484095804e-01 -2.495653461664914878e-11
-6.000000000000000125e-03 5.153548265340000434e+00 -1.439348900429999921e+06 0.000000000000000000e+00 -1.439757801261902321e+06 4.394881884567439778e-01 -3.492459654808044304e-11 -1.047737896442413291e-11 4.047210551057139014e+02 -2.205227859313599603e-01 -1.571606844663619775e-11
-5.000000000000000104e-03 -3.744338430200000012e+00 -1.439481185910000000e+06 0.000000000000000000e+00 -1.439757801261902321e+06 3.662401570472866297e-01 -2.910383045673370361e-11 -7.275957614183425903e-12 2.810562882678568712e+02 -1.276173529695370235e-01 -9.094947017729282379e-12
-4.000000000000000083e-03 3.701920374789999801e+00 -1.439577969270000001e+06 0.000000000000000000e+00 -1.439757801261902321e+06 2.929921256378293370e-01 -2.328306436538696418e-11 -4.656612873077392675e-12 1.798760244914284101e+02 -6.534008472040295223e-02 -4.656612873077391867e-12
-3.000000000000000062e-03 -8.567645940720000075e-01 -1.439657900529999984e+06 0.000000000000000000e+00 -1.439757801261902321e+06 2.197440942283719889e-01 -1.746229827404022152e-11 -2.619344741106033228e-12 1.011802637764284754e+02 -2.756534824141999504e-02 -1.964508555829524719e-12
-2.000000000000000042e-03 1.675252924330000059e+00 -1.439710186650000047e+06 0.000000000000000000e+00 -1.439757801261902321e+06 1.464960628189146685e-01 -1.164153218269348209e-11 -1.164153218269348169e-12 4.496900612285710253e+01 -8.167510590050369029e-03 -5.820766091346739834e-13
-1.000000000000000021e-03 -8.423670005690000462e-01 -1.439745675929999910e+06 0.000000000000000000e+00 -1.439757801261902321e+06 7.324803140945733426e-02 -5.820766091346741046e-12 -2.910383045673370422e-13 1.124225153071427563e+01 -1.020938823756296129e-03 -7.275957614183424793e-14
0.000000000000000000e+00 0.000000000000000000e+00 -1.439757550839999923e+06 0.000000000000000000e+00 -1.439757801261902321e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000021e-03 8.423670005690000462e-01 -1.439745675929999910e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -7.324803140945733426e-02 5.820766091346741046e-12 -2.910383045673370422e-13 1.124225153071427563e+01 1.020938823756296129e-03 7.275957614183424793e-14
2.000000000000000042e-03 -1.675252924330000059e+00 -1.439710186650000047e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.464960628189146685e-01 1.164153218269348209e-11 -1.164153218269348169e-12 4.496900612285710253e+01 8.167510590050369029e-03 5.820766091346739834e-13
3.000000000000000062e-03 8.567645940720000075e-01 -1.439657900529999984e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -2.197440942283719889e-01 1.746229827404022152e-11 -2.619344741106033228e-12 1.011802637764284754e+02 2.756534824141999504e-02 1.964508555829524719e-12
4.000000000000000083e-03 -3.701920374789999801e+00 -1.439577969270000001e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -2.929921256378293370e-01 2.328306436538696418e-11 -4.656612873077392675e-12 1.798760244914284101e+02 6.534008472040295223e-02 4.656612873077391867e-12
5.000000000000000104e-03 3.744338430200000012e+00 -1.439481185910000000e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -3.662401570472866297e-01 2.910383045673370361e-11 -7.275957614183425903e-12 2.810562882678568712e+02 1.276173529695370235e-01 9.094947017729282379e-12
6.000000000000000125e-03 -5.153548265340000434e+00 -1.439348900429999921e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -4.394881884567439778e-01 3.492459654808044304e-11 -1.047737896442413291e-11 4.047210551057139014e+02 2.205227859313599603e-01 1.571606844663619775e-11
7.000000000000000146e-03 8.751215371560000733e+00 -1.439191539880000055e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -5.127362198662013260e-01 4.074536263942718894e-11 -1.426087692379951613e-11 5.508703250049995859e+02 3.501820165484095804e-01 2.495653461664914878e-11
8.000000000000000167e-03 7.949354349000000042e+00 -1.439008582630000077e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -5.859842512756586741e-01 4.656612873077392837e-11 -1.862645149230957070e-11 7.195040979657136404e+02 5.227206777632236179e-01 3.725290298461913494e-11
8.999999999999999320e-03 -5.716769885209999735e+00 -1.438790610219999915e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -6.592322826851159112e-01 5.238689482212066133e-11 -2.357410266995429825e-11 9.106223739878562355e+02 7.442644025183396961e-01 5.304173100739714924e-11
1.000000000000000021e-02 -9.081797722300000153e-01 -1.438561592829999980e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -7.324803140945732594e-01 5.820766091346740723e-11 -2.910383045673370361e-11 1.124225153071427485e+03 1.020938823756296188e+00 7.275957614183425903e-11
1.099999999999999936e-02 -1.377390312149999962e+00 -1.438281793139999965e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -8.057283455040304965e-01 6.402842700481414019e-11 -3.521563485264778034e-11 1.360312435216427275e+03 1.358869574419629966e+00 9.684299584478136362e-11
1.200000000000000025e-02 9.141738974929999983e+00 -1.437986177810000023e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -8.789763769134879556e-01 6.984919309616088609e-11 -4.190951585769653165e-11 1.618884220422855606e+03 1.764182287450879683e+00 1.257285475730895820e-10
1.299999999999999940e-02 1.070795734870000082e+01 -1.437647074869999895e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -9.522244083229451928e-01 7.566995918750763198e-11 -4.918547347187995756e-11 1.899940508690712477e+03 2.243002595792582543e+00 1.598527887836098330e-10
1.400000000000000029e-02 -3.595448692699999782e+00 -1.437263769060000079e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.025472439732402652e+00 8.149072527885437787e-11 -5.704350769519806451e-11 2.203481300019998343e+03 2.801456132387276643e+00 1.996522769331931902e-10
1.499999999999999944e-02 -1.858231103520000005e+01 -1.436844499709999887e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.098720471141859889e+00 8.731149137020111084e-11 -6.548361852765083313e-11 2.529506594410711841e+03 3.445668530177499189e+00 2.455635694786905725e-10
1.600000000000000033e-02 -3.375990506810000014e+00 -1.436375114760000026e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.171968502551317348e+00 9.313225746154785673e-11 -7.450580596923828280e-11 2.878016391862854562e+03 4.181765422105788943e+00 2.980232238769530795e-10
1.700000000000000122e-02 1.991530675219999935e+01 -1.435841979629999958e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.245216533960774585e+00 9.895302355289460262e-11 -8.411007001996040706e-11 3.249010692376426050e+03 5.015872441114683333e+00 3.574677975848317332e-10
1.799999999999999864e-02 2.033179814429999865e+01 -1.435269089480000082e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.318464565370231822e+00 1.047737896442413227e-10 -9.429641067981719299e-11 3.642489495951424942e+03 5.954115220146717569e+00 4.243338480591771940e-10
1.899999999999999953e-02 -3.130934121910000090e-01 -1.434643759929999942e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.391712596779689060e+00 1.105945557355880686e-10 -1.050648279488086664e-10 4.058452802587853512e+03 7.002619392144434407e+00 4.990579327568411041e-10
2.000000000000000042e-02 -2.168537670830000152e+01 -1.433932073629999999e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.464960628189146519e+00 1.164153218269348145e-10 -1.164153218269348145e-10 4.496900612285709940e+03 8.167510590050369501e+00 5.820766091346740723e-10
2.100000000000000130e-02 9.152071386830000321e+00 -1.433165068519999972e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.538208659598603978e+00 1.222360879182815603e-10 -1.283478923141956371e-10 4.957832925044996045e+03 9.454914446807059392e+00 6.738264346495270688e-10
2.199999999999999872e-02 1.627871738620000031e+01 -1.432310999479999999e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.611456691008060993e+00 1.280568540096282804e-10 -1.408625394105911214e-10 5.441249740865709100e+03 1.087095659535703973e+01 7.747439667582509089e-10
2.299999999999999961e-02 9.697838191760000726e+00 -1.431423409800000023e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.684704722417518452e+00 1.338776201009750263e-10 -1.539592631161212673e-10 5.947151059747850923e+03 1.242176266864285239e+01 8.852657629176971319e-10
2.400000000000000050e-02 -2.015003064780000130e+01 -1.430450755869999994e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.757952753826975911e+00 1.396983861923217722e-10 -1.676380634307861266e-10 6.475536881691422423e+03 1.411345829960703746e+01 1.005828380584716656e-09
2.500000000000000139e-02 4.178247060570000393e+00 -1.429316234189999988e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.831200785236433148e+00 1.455191522836685181e-10 -1.818989403545856734e-10 7.026407206696423600e+03 1.595216912119212971e+01 1.136868377216160297e-09
2.599999999999999881e-02 -7.213068488140000234e+00 -1.428108515570000047e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.904448816645890386e+00 1.513399183750152640e-10 -1.967418938875198302e-10 7.599762034762849908e+03 1.794402076634066034e+01 1.278822310268878664e-09
2.699999999999999969e-02 8.849119127490000380e+01 -1.426796339669999899e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -1.977696848055347845e+00 1.571606844663620099e-10 -2.121669240295886745e-10 8.195601365890706802e+03 2.009513886799517479e+01 1.432126737199723191e-09
2.800000000000000058e-02 2.704390059230000176e+01 -1.425257739619999891e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -2.050944879464805304e+00 1.629814505577087557e-10 -2.281740307807922580e-10 8.813925200079993374e+03 2.241164905909821314e+01 1.597218215465545522e-09
2.900000000000000147e-02 3.906320777149999657e+01 -1.423944511470000027e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -2.124192910874262541e+00 1.688022166490555016e-10 -2.447632141411304515e-10 9.454733537330706895e+03 2.489967697259230661e+01 1.774533302523195644e-09
2.999999999999999889e-02 1.145737611400000020e+02 -1.422123444489999907e+06 0.000000000000000000e+00 -1.439757801261902321e+06 -2.197440942283719778e+00 1.746229827404022217e-10 -2.619344741106033325e-10 1.011802637764284736e+04 2.756534824141999351e+01 1.964508555829524580e-09
